Aircraft,Traveller_type,Seat_type,Date_flown,Recommended
,Solo Leisure,First Class,May 2018,no
,Solo Leisure,Economy Class,May 2018,no
,,Economy Class,May 2018,no
,Couple Leisure,Economy Class,May 2018,no
A380,,Business Class,May 2018,no
A320,Family Leisure,Economy Class,May 2018,no
,,First Class,May 2018,yes
A380,Solo Leisure,Economy Class,May 2018,yes
,Couple Leisure,Economy Class,May 2018,no
,Couple Leisure,Economy Class,May 2018,no
,Couple Leisure,,May 2018,no
A380,,Economy Class,May 2018,no
,,Economy Class,May 2018,no
,Couple Leisure,Business Class,May 2018,yes
,Solo Leisure,Economy Class,May 2018,no
A321,,Economy Class,May 2018,no
A320,Solo Leisure,Economy Class,May 2018,yes
,,Business Class,May 2018,no
,Couple Leisure,Economy Class,May 2018,no
,Solo Leisure,First Class,May 2018,no
,Solo Leisure,Economy Class,May 2018,yes
,Solo Leisure,Economy Class,March 2018,no
,Solo Leisure,Economy Class,May 2018,no
A320,,Business Class,May 2018,yes
A320,Solo Leisure,Economy Class,May 2018,no
,Couple Leisure,Economy Class,May 2018,no
,,Business Class,May 2018,yes
,Solo Leisure,Economy Class,May 2018,no
A319 / Boeing 777,Solo Leisure,Economy Class,April 2018,yes
A380,Solo Leisure,Economy Class,May 2018,yes
A320 / Boeing 787,Couple Leisure,Economy Class,April 2018,no
,Couple Leisure,Business Class,April 2018,no
A380,Solo Leisure,Business Class,April 2018,yes
A319 / Boeing 787-8,Solo Leisure,,May 2018,no
,Family Leisure,Business Class,April 2018,yes
,Solo Leisure,,April 2018,no
,,Business Class,April 2018,yes
,Solo Leisure,Economy Class,February 2018,no
A380,,Business Class,March 2018,no
,Couple Leisure,Economy Class,April 2018,no
,,Economy Class,April 2018,no
,Family Leisure,Business Class,April 2018,yes
,Couple Leisure,Business Class,April 2018,no
A319,,Business Class,February 2018,no
A320,,Business Class,April 2018,no
A321,,Business Class,March 2018,no
,Solo Leisure,Economy Class,March 2018,yes
,Couple Leisure,Economy Class,December 2017,no
,Solo Leisure,Economy Class,April 2018,no
A320,,Business Class,April 2018,no
,,Economy Class,April 2018,no
A380,Family Leisure,,April 2018,no
,,Economy Class,April 2018,no
,Solo Leisure,Economy Class,April 2018,no
,Family Leisure,,April 2018,no
,Couple Leisure,,February 2018,no
A320,Couple Leisure,Economy Class,March 2018,no
,Family Leisure,Economy Class,April 2018,no
,Solo Leisure,Economy Class,December 2017,no
,Family Leisure,,April 2018,yes
,Couple Leisure,Business Class,March 2018,no
,Couple Leisure,Business Class,March 2018,no
,Family Leisure,Business Class,March 2018,yes
,Couple Leisure,Economy Class,March 2018,no
,Solo Leisure,Economy Class,March 2018,yes
A320,,Economy Class,March 2018,yes
,Solo Leisure,First Class,March 2018,yes
,Family Leisure,Economy Class,March 2018,no
A320,Family Leisure,Business Class,March 2018,no
,Solo Leisure,Economy Class,March 2018,no
,Solo Leisure,Economy Class,February 2018,yes
,Solo Leisure,Economy Class,March 2018,no
,Couple Leisure,Business Class,March 2018,yes
,,Business Class,March 2018,no
,Family Leisure,Business Class,March 2018,yes
,Solo Leisure,Economy Class,March 2018,yes
,Solo Leisure,Economy Class,March 2018,no
,,Business Class,March 2018,no
,Couple Leisure,Business Class,March 2018,yes
,Couple Leisure,Business Class,March 2018,yes
,Couple Leisure,Economy Class,March 2018,no
,Solo Leisure,Economy Class,February 2018,no
,,First Class,October 2017,no
,Solo Leisure,Economy Class,March 2018,no
,Solo Leisure,Economy Class,March 2018,no
,,Economy Class,March 2018,no
A320,,Business Class,March 2018,yes
,Solo Leisure,Economy Class,March 2018,no
,,Economy Class,March 2018,no
A380,,,March 2018,no
,,Business Class,February 2018,no
,Solo Leisure,Economy Class,February 2018,yes
A380,,Business Class,February 2018,no
A380,Solo Leisure,,February 2018,yes
,Couple Leisure,First Class,July 2017,no
,Couple Leisure,Business Class,February 2018,no
A319,Couple Leisure,Economy Class,February 2018,no
,,Business Class,February 2018,no
,Solo Leisure,Economy Class,February 2018,yes
,Couple Leisure,,February 2018,no
,Solo Leisure,Economy Class,December 2017,yes
A319/320,Couple Leisure,Business Class,February 2018,no
,,Economy Class,February 2018,no
,Solo Leisure,Economy Class,February 2018,no
,,Business Class,January 2018,no
,Couple Leisure,Economy Class,February 2018,no
,Couple Leisure,Economy Class,February 2018,no
A321,Solo Leisure,Business Class,February 2018,yes
A320,Solo Leisure,Business Class,February 2018,yes
,Solo Leisure,Economy Class,February 2018,no
A380,Solo Leisure,Economy Class,January 2018,yes
,,Business Class,February 2018,yes
,Solo Leisure,,December 2017,no
A319,,Economy Class,January 2018,no
,Couple Leisure,Business Class,January 2018,no
,Solo Leisure,,February 2018,no
,Couple Leisure,Economy Class,January 2018,yes
,Couple Leisure,Economy Class,February 2018,no
,Couple Leisure,Economy Class,December 2017,no
,Solo Leisure,Economy Class,January 2018,yes
A320,Solo Leisure,Economy Class,October 2017,no
A320,Solo Leisure,Business Class,January 2018,yes
,Couple Leisure,Economy Class,December 2017,no
A380,,Business Class,January 2018,no
,Solo Leisure,Business Class,January 2018,no
A319,,Business Class,January 2018,no
,Solo Leisure,Economy Class,January 2018,no
,Solo Leisure,Economy Class,January 2018,no
,Couple Leisure,Business Class,January 2018,no
A320,Solo Leisure,Economy Class,December 2017,no
,Solo Leisure,Business Class,December 2017,no
,Couple Leisure,Business Class,January 2018,yes
A320,Solo Leisure,Business Class,December 2017,yes
,Solo Leisure,Business Class,January 2018,yes
,,Business Class,December 2017,no
,,Economy Class,January 2018,no
,Family Leisure,Economy Class,November 2017,no
,Solo Leisure,Economy Class,January 2018,yes
,Couple Leisure,Economy Class,January 2018,yes
,Couple Leisure,Economy Class,March 2017,no
,Solo Leisure,First Class,January 2018,yes
,Couple Leisure,First Class,January 2018,no
,Solo Leisure,Economy Class,January 2018,no
,,Business Class,January 2018,no
,Solo Leisure,Economy Class,January 2018,no
A380,Solo Leisure,Economy Class,December 2017,yes
,,Business Class,October 2017,no
,Solo Leisure,Business Class,December 2017,no
,Solo Leisure,,December 2017,no
,Family Leisure,First Class,December 2017,yes
A321,Couple Leisure,Business Class,December 2017,no
,Couple Leisure,Economy Class,November 2017,no
,Family Leisure,Economy Class,December 2017,yes
,Family Leisure,Business Class,July 2017,no
A380,Solo Leisure,,December 2017,yes
,Solo Leisure,Economy Class,December 2017,no
,Family Leisure,First Class,December 2017,no
,Couple Leisure,Economy Class,December 2017,no
,Solo Leisure,Economy Class,December 2017,no
,Solo Leisure,Economy Class,December 2017,no
,Solo Leisure,Economy Class,December 2017,no
A320,Couple Leisure,Economy Class,June 2017,no
A320,Family Leisure,Economy Class,October 2017,no
A320,Family Leisure,Economy Class,October 2017,no
,Solo Leisure,Business Class,November 2017,yes
A320,Couple Leisure,Economy Class,November 2017,yes
,Solo Leisure,Economy Class,November 2017,yes
,Solo Leisure,,November 2017,yes
,Solo Leisure,,November 2017,yes
A320,Family Leisure,Economy Class,June 2017,no
,,Economy Class,December 2017,no
A319,Solo Leisure,First Class,November 2017,no
,Family Leisure,First Class,November 2017,no
,Family Leisure,First Class,November 2017,no
,,Business Class,November 2017,no
A320,,Business Class,November 2017,yes
,Solo Leisure,Economy Class,November 2017,no
,Couple Leisure,Business Class,November 2017,yes
,,Economy Class,September 2017,no
,Solo Leisure,Economy Class,November 2017,yes
,Couple Leisure,Business Class,August 2017,no
A320-200,Couple Leisure,Business Class,October 2017,no
,Family Leisure,Economy Class,November 2017,no
A320/319,,Economy Class,November 2017,no
,Couple Leisure,Business Class,October 2017,no
,Couple Leisure,Economy Class,November 2017,no
A320,,Economy Class,November 2017,no
,Couple Leisure,Economy Class,November 2017,no
,,Business Class,November 2017,no
,Couple Leisure,First Class,November 2017,yes
,,,September 2017,no
,Solo Leisure,Economy Class,October 2017,no
,,Economy Class,September 2017,no
,Solo Leisure,First Class,November 2017,yes
,Solo Leisure,Business Class,November 2017,yes
,Family Leisure,Economy Class,November 2017,yes
A319,Solo Leisure,Economy Class,November 2017,no
,Couple Leisure,Economy Class,October 2017,no
,Couple Leisure,Economy Class,November 2017,no
A380,Couple Leisure,Business Class,November 2017,yes
,Solo Leisure,Economy Class,November 2017,no
,Solo Leisure,,October 2017,no
,Solo Leisure,Business Class,January 2017,no
,Solo Leisure,Business Class,December 2016,no
,,Economy Class,November 2017,no
,Solo Leisure,Business Class,November 2017,no
,Family Leisure,Business Class,October 2017,yes
,,Business Class,November 2017,no
,Family Leisure,Economy Class,October 2017,no
A321,,Economy Class,August 2017,no
,Couple Leisure,Business Class,November 2017,yes
,,Business Class,November 2017,no
,Couple Leisure,Business Class,October 2017,no
,Couple Leisure,Business Class,October 2017,no
,Family Leisure,Business Class,October 2017,no
,,Economy Class,November 2017,no
,Couple Leisure,Economy Class,November 2017,no
,Solo Leisure,Economy Class,November 2017,no
A320,Couple Leisure,Economy Class,November 2017,no
,,Business Class,October 2017,no
,Couple Leisure,Business Class,October 2017,yes
,Solo Leisure,,September 2017,no
,Solo Leisure,Economy Class,October 2017,no
,,Business Class,October 2017,no
,,First Class,October 2017,no
,Couple Leisure,Economy Class,October 2017,no
A380,Solo Leisure,Economy Class,July 2017,yes
A320,Solo Leisure,Economy Class,October 2017,yes
,Couple Leisure,Business Class,October 2017,no
A320,Couple Leisure,Economy Class,October 2017,no
,Solo Leisure,Business Class,October 2017,yes
,Family Leisure,Economy Class,September 2017,no
A380,Solo Leisure,Economy Class,October 2017,no
A321,,Economy Class,October 2017,no
A320,,Economy Class,October 2017,no
A319,Couple Leisure,Economy Class,October 2017,yes
A320,Couple Leisure,Economy Class,September 2017,yes
A319,Couple Leisure,Business Class,October 2017,no
,,First Class,September 2017,no
,Family Leisure,Economy Class,September 2017,yes
A320,Solo Leisure,Business Class,October 2017,yes
A380,Solo Leisure,Economy Class,October 2017,no
,,Economy Class,October 2017,no
,Solo Leisure,Economy Class,October 2017,no
A319,Couple Leisure,Economy Class,October 2017,yes
A319,Family Leisure,Business Class,October 2017,yes
A319,Family Leisure,Business Class,October 2017,yes
,,Economy Class,October 2017,no
,Couple Leisure,Business Class,September 2017,no
,Solo Leisure,,August 2017,no
A319,Solo Leisure,Business Class,October 2017,yes
,,Economy Class,October 2017,no
,Solo Leisure,Economy Class,September 2017,no
,Solo Leisure,Economy Class,September 2017,no
,Couple Leisure,Economy Class,September 2017,no
,Couple Leisure,Economy Class,October 2017,yes
A320,Couple Leisure,Business Class,October 2017,no
,Family Leisure,Economy Class,September 2017,yes
A320,Solo Leisure,Economy Class,October 2017,yes
A380,,Business Class,October 2017,no
A321,Couple Leisure,Economy Class,August 2017,no
,,,September 2017,yes
,Solo Leisure,Economy Class,September 2017,yes
,,Economy Class,September 2017,no
A321,Solo Leisure,Economy Class,September 2017,yes
,,Business Class,September 2017,no
,Couple Leisure,Business Class,September 2017,no
,,Business Class,September 2017,no
,,Economy Class,September 2017,yes
,,First Class,August 2017,no
A319,Couple Leisure,Economy Class,September 2017,yes
A320,Couple Leisure,Economy Class,September 2017,no
,Couple Leisure,Economy Class,September 2017,no
,Couple Leisure,Economy Class,September 2017,yes
A320,Solo Leisure,Economy Class,September 2017,yes
A321,Solo Leisure,Economy Class,September 2017,yes
A320,Solo Leisure,Economy Class,September 2017,no
A320,Couple Leisure,Business Class,September 2017,no
,,Economy Class,September 2017,no
,,Economy Class,September 2017,no
,,Economy Class,September 2017,no
A380,Solo Leisure,,September 2017,no
,Family Leisure,Economy Class,September 2017,no
A320,Couple Leisure,Business Class,September 2017,no
,Couple Leisure,Business Class,September 2017,no
,,Business Class,September 2017,no
A319,Couple Leisure,Economy Class,September 2017,yes
A320,Couple Leisure,Economy Class,September 2017,no
A320,Family Leisure,Business Class,September 2017,yes
A319,,Economy Class,September 2017,yes
,,Business Class,September 2017,yes
A320,Family Leisure,Business Class,August 2017,yes
A380,Family Leisure,Economy Class,August 2017,yes
,,Economy Class,August 2017,yes
,,Business Class,August 2017,no
,Solo Leisure,Business Class,September 2017,no
,Solo Leisure,Economy Class,September 2017,no
,Couple Leisure,Business Class,August 2017,no
A319,,Economy Class,August 2017,yes
A321,,Economy Class,August 2017,no
A321,Couple Leisure,Economy Class,August 2017,no
A320,,Business Class,August 2017,yes
A320,Family Leisure,Economy Class,August 2017,no
,Solo Leisure,Economy Class,August 2017,yes
,Couple Leisure,Economy Class,July 2017,no
,Couple Leisure,Economy Class,August 2017,no
,Couple Leisure,Economy Class,August 2017,no
A320-233,Family Leisure,Economy Class,August 2017,yes
,,Economy Class,August 2017,no
,,First Class,August 2017,no
,,Business Class,August 2017,no
,Family Leisure,Economy Class,August 2017,yes
A320,Solo Leisure,Economy Class,August 2017,no
,Couple Leisure,Economy Class,August 2017,no
A320,Couple Leisure,Business Class,August 2017,no
A319,Family Leisure,Business Class,August 2017,no
,Couple Leisure,Economy Class,August 2017,no
,,Business Class,August 2017,no
A380,Family Leisure,Business Class,July 2017,no
,Solo Leisure,,August 2017,yes
,Solo Leisure,Business Class,August 2017,no
,,Economy Class,August 2017,no
A320,Family Leisure,Business Class,August 2017,no
,Solo Leisure,Economy Class,August 2017,no
,Family Leisure,Economy Class,August 2017,no
,,Economy Class,August 2017,no
,,,August 2017,no
A320,,Business Class,August 2017,no
A320,Solo Leisure,Economy Class,August 2017,no
A380,Solo Leisure,Economy Class,August 2017,no
A380,Solo Leisure,,July 2017,no
,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,Economy Class,June 2017,no
A319,Couple Leisure,Economy Class,July 2017,no
,Family Leisure,Economy Class,July 2017,no
,,Business Class,July 2017,no
,Family Leisure,Economy Class,July 2017,no
,Solo Leisure,Business Class,July 2017,no
A319,Couple Leisure,Business Class,July 2017,yes
,,Economy Class,July 2017,no
,Solo Leisure,Economy Class,August 2016,no
,Solo Leisure,Economy Class,May 2017,no
,,Economy Class,July 2017,no
,Family Leisure,Economy Class,July 2017,yes
A321,Family Leisure,Economy Class,July 2017,no
A320,Solo Leisure,Economy Class,August 2016,no
A321,Couple Leisure,Economy Class,July 2017,yes
,Couple Leisure,Economy Class,July 2017,no
,,Economy Class,July 2017,no
A321 / Boeing 777,Couple Leisure,Business Class,July 2017,no
A321,Solo Leisure,Economy Class,July 2017,no
A319,,Economy Class,July 2017,no
,,Business Class,July 2017,no
,,Economy Class,May 2017,no
,Family Leisure,Economy Class,July 2017,yes
,,Business Class,July 2017,no
A321,Couple Leisure,Economy Class,June 2017,no
,Family Leisure,Business Class,July 2017,yes
,,Business Class,July 2017,no
A320,,Economy Class,July 2017,yes
,Couple Leisure,Economy Class,July 2017,no
,Couple Leisure,Economy Class,February 2017,no
,Solo Leisure,Economy Class,April 2017,yes
,Couple Leisure,Business Class,July 2017,no
,,Business Class,June 2017,no
,Solo Leisure,Economy Class,June 2017,no
A320,Couple Leisure,Business Class,July 2017,yes
A320,Couple Leisure,Economy Class,June 2017,yes
,Solo Leisure,Economy Class,July 2017,yes
,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,,July 2017,no
,Family Leisure,Business Class,July 2017,yes
,Family Leisure,Economy Class,June 2017,no
,,,June 2017,no
,Solo Leisure,Economy Class,July 2017,no
A320,Couple Leisure,Economy Class,July 2017,yes
,Couple Leisure,Economy Class,July 2017,no
,Solo Leisure,Economy Class,June 2017,no
,Couple Leisure,Economy Class,July 2017,no
,Solo Leisure,Economy Class,June 2017,no
,,Business Class,July 2017,no
A321,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,Economy Class,May 2017,yes
,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,First Class,June 2017,yes
,,Economy Class,June 2017,no
,,Business Class,June 2017,no
,Couple Leisure,Business Class,June 2017,no
A320,Solo Leisure,Economy Class,June 2017,no
,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,Business Class,November 2016,no
A321,Couple Leisure,Business Class,June 2017,no
,,Business Class,June 2017,no
,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,Economy Class,May 2017,no
A319 / A380 / Boeing 737,Couple Leisure,,June 2017,yes
,Solo Leisure,Economy Class,June 2017,yes
,,,June 2017,no
A319,,Economy Class,June 2017,no
,Solo Leisure,,June 2017,no
,,Economy Class,May 2017,no
A380-800,Solo Leisure,,June 2017,no
,,Business Class,June 2017,no
,Solo Leisure,,May 2017,no
A320,,Economy Class,June 2017,no
A380,,,June 2017,no
A319,Couple Leisure,Business Class,June 2017,no
A320 / Boeing 767,,Business Class,June 2017,no
A319,Couple Leisure,Business Class,June 2017,yes
,Solo Leisure,Economy Class,June 2017,yes
,Couple Leisure,,June 2017,yes
,Solo Leisure,Business Class,June 2017,no
A319,Family Leisure,Business Class,June 2017,yes
,Couple Leisure,Economy Class,June 2017,no
,,Business Class,June 2017,no
,Couple Leisure,,June 2017,no
A320,Couple Leisure,Economy Class,January 2017,yes
,,,June 2017,no
A320,Family Leisure,Economy Class,May 2017,no
,,Business Class,June 2017,no
,,Business Class,June 2017,no
A380,Couple Leisure,,April 2017,no
,Solo Leisure,,June 2017,yes
,Family Leisure,First Class,May 2017,no
A380,,Business Class,June 2017,no
,Couple Leisure,,June 2017,no
,Family Leisure,Economy Class,June 2017,no
A19,Couple Leisure,Economy Class,June 2017,yes
,,Economy Class,June 2017,no
,Couple Leisure,Business Class,May 2017,no
A380-800,Couple Leisure,Economy Class,June 2017,no
,Solo Leisure,,May 2017,yes
,Couple Leisure,Economy Class,June 2017,no
,Couple Leisure,Business Class,May 2017,no
,,Economy Class,April 2017,no
,,Business Class,May 2017,no
A321,Couple Leisure,Economy Class,May 2017,no
,Couple Leisure,First Class,May 2017,no
A320,Couple Leisure,Business Class,May 2017,no
,,,May 2017,no
A319,Family Leisure,Economy Class,May 2017,no
,,Business Class,May 2017,no
,,Business Class,May 2017,no
,Solo Leisure,Economy Class,May 2017,no
,Couple Leisure,Business Class,April 2017,yes
A320,,Business Class,May 2017,no
A320,Solo Leisure,Economy Class,April 2017,no
,Couple Leisure,Economy Class,May 2017,no
,,Economy Class,April 2017,no
,Family Leisure,Economy Class,May 2017,no
,Solo Leisure,Economy Class,May 2017,yes
,Solo Leisure,Economy Class,May 2017,yes
,,Business Class,May 2017,no
A321 / Boeing 777,Solo Leisure,Economy Class,May 2017,yes
A319,,Economy Class,April 2017,no
,Solo Leisure,Economy Class,April 2017,no
,Couple Leisure,Economy Class,May 2017,yes
,Family Leisure,Economy Class,December 2016,no
A321 / Boeing 777-300,Couple Leisure,Economy Class,April 2017,yes
,Couple Leisure,Business Class,May 2017,no
,,Economy Class,May 2017,no
,Family Leisure,Economy Class,May 2017,yes
,,Economy Class,April 2017,no
,Solo Leisure,,May 2017,yes
,,Business Class,May 2017,yes
,,Business Class,May 2017,no
A320,,Economy Class,February 2017,no
,Couple Leisure,Economy Class,April 2017,no
,Solo Leisure,Economy Class,May 2017,no
,Couple Leisure,Economy Class,April 2017,no
A320,Couple Leisure,Business Class,May 2017,yes
,Couple Leisure,,May 2017,no
A320,,Economy Class,May 2017,no
,Couple Leisure,Economy Class,May 2017,no
,Couple Leisure,Business Class,April 2017,yes
A320,,Business Class,May 2017,yes
,Solo Leisure,Economy Class,May 2017,no
,,Economy Class,May 2017,yes
,,,April 2017,no
,,Business Class,April 2017,no
A380 and Boeing 747,Couple Leisure,First Class,April 2017,no
A380,,Economy Class,May 2017,yes
A320,Solo Leisure,Economy Class,March 2017,no
,Family Leisure,Economy Class,March 2017,no
,Solo Leisure,Economy Class,May 2017,no
A320,Family Leisure,Economy Class,April 2017,no
,Couple Leisure,,April 2017,no
,,Business Class,May 2017,no
A319,Solo Leisure,Economy Class,May 2017,no
A320,Solo Leisure,Economy Class,April 2017,no
,Couple Leisure,Economy Class,May 2017,yes
A320,Couple Leisure,Economy Class,April 2017,no
,Solo Leisure,Economy Class,April 2017,yes
,Solo Leisure,Business Class,August 2016,no
,Family Leisure,Economy Class,April 2017,yes
A321,Couple Leisure,Economy Class,April 2017,no
,,,April 2017,no
A380,Family Leisure,Economy Class,April 2017,yes
,Couple Leisure,First Class,April 2017,no
,Couple Leisure,First Class,April 2017,no
A320,Couple Leisure,Business Class,April 2017,no
A380-800,Couple Leisure,Economy Class,February 2017,yes
,Couple Leisure,Economy Class,April 2017,no
A319,Couple Leisure,Business Class,April 2017,no
,Family Leisure,Economy Class,April 2017,no
,Couple Leisure,Business Class,April 2017,yes
,Couple Leisure,Business Class,April 2017,yes
A380,Couple Leisure,Economy Class,April 2017,no
,,Economy Class,April 2017,no
,Solo Leisure,Economy Class,March 2017,no
,Solo Leisure,Economy Class,April 2017,no
,,Economy Class,March 2017,no
,,Economy Class,April 2017,no
A380,Couple Leisure,,April 2017,yes
,,Business Class,April 2017,no
A319,Couple Leisure,Business Class,April 2017,no
,Solo Leisure,Economy Class,April 2017,no
A319,,Economy Class,April 2017,no
A319,Family Leisure,Business Class,March 2017,no
,Solo Leisure,Business Class,April 2017,yes
,Solo Leisure,Business Class,April 2017,no
,Family Leisure,Economy Class,April 2017,no
,Family Leisure,Economy Class,April 2017,yes
A320,Solo Leisure,Economy Class,April 2017,no
,Couple Leisure,Economy Class,April 2017,yes
,Solo Leisure,Economy Class,April 2017,no
,,Business Class,March 2017,yes
A320,,Economy Class,April 2017,no
,Solo Leisure,Economy Class,April 2017,no
A320,,Business Class,April 2017,no
,Solo Leisure,Economy Class,April 2017,no
,Solo Leisure,Economy Class,February 2017,no
A321,,Economy Class,April 2017,yes
,Family Leisure,Economy Class,April 2017,no
,Solo Leisure,Economy Class,April 2017,no
,Family Leisure,Business Class,April 2017,yes
,Couple Leisure,Business Class,March 2017,yes
,Solo Leisure,Economy Class,April 2017,no
,Couple Leisure,Business Class,April 2017,no
,Family Leisure,Economy Class,April 2017,no
,Couple Leisure,Economy Class,November 2016,no
,,,March 2017,no
,Solo Leisure,Economy Class,January 2017,no
,,Business Class,March 2017,no
,Couple Leisure,Business Class,November 2016,no
,Couple Leisure,Business Class,April 2017,no
,,Economy Class,April 2017,no
A219,Couple Leisure,Business Class,March 2017,yes
A380,,Business Class,March 2017,no
,,,January 2017,no
A320,Couple Leisure,Economy Class,April 2017,no
,Solo Leisure,Economy Class,April 2017,no
A320,,Economy Class,March 2017,no
A320,Couple Leisure,Economy Class,April 2017,no
,Couple Leisure,Business Class,February 2017,no
,Couple Leisure,Economy Class,March 2017,no
,,Economy Class,March 2017,no
,Family Leisure,Business Class,March 2017,no
A320-200,,Economy Class,March 2017,no
,Family Leisure,Economy Class,March 2017,no
,,Economy Class,January 2017,no
A380,,Economy Class,March 2017,no
,Couple Leisure,Business Class,March 2017,no
A380,Couple Leisure,,March 2017,no
,,Business Class,March 2017,no
,Couple Leisure,,February 2017,yes
A319,,Economy Class,March 2017,no
,Couple Leisure,Business Class,March 2017,no
,Solo Leisure,Economy Class,March 2017,no
,Couple Leisure,Economy Class,March 2017,no
,Solo Leisure,Economy Class,March 2017,no
,Solo Leisure,Economy Class,January 2017,no
A320,Solo Leisure,Business Class,March 2017,yes
A320,,Business Class,March 2017,no
,,Economy Class,March 2017,no
,Couple Leisure,Economy Class,March 2017,no
,Solo Leisure,Economy Class,February 2017,no
,Solo Leisure,Economy Class,February 2017,no
A319,Couple Leisure,Business Class,March 2017,no
,Couple Leisure,Economy Class,March 2017,no
,Family Leisure,Economy Class,March 2017,no
,Couple Leisure,Business Class,March 2017,no
,Couple Leisure,Business Class,March 2017,yes
,Couple Leisure,Economy Class,February 2017,no
,,Business Class,February 2017,no
A321,Solo Leisure,Economy Class,March 2017,no
A320 / Boeing 777-200,,Economy Class,March 2017,no
,Solo Leisure,Economy Class,March 2017,no
,Couple Leisure,Economy Class,February 2017,no
,Couple Leisure,Economy Class,February 2017,yes
,,Business Class,March 2017,no
,,Business Class,March 2017,no
,,,March 2017,no
,Couple Leisure,Economy Class,February 2017,no
,Solo Leisure,,March 2017,no
A320,Couple Leisure,Economy Class,February 2017,no
A380/A320,Solo Leisure,Economy Class,February 2017,no
A320,Family Leisure,Economy Class,March 2017,no
,Couple Leisure,Economy Class,March 2017,no
,Solo Leisure,,February 2017,no
A321,Couple Leisure,Business Class,March 2017,no
,Couple Leisure,Business Class,March 2017,yes
,Couple Leisure,Business Class,March 2017,yes
,,Economy Class,March 2017,no
,Solo Leisure,Economy Class,February 2017,no
,,Economy Class,February 2017,no
,,Business Class,February 2017,no
,,,February 2017,yes
,Couple Leisure,Economy Class,February 2017,no
,,Business Class,February 2017,yes
,,,February 2017,no
,Couple Leisure,Business Class,February 2017,no
,,Economy Class,February 2017,no
A380,Solo Leisure,Economy Class,December 2016,yes
A320,,Economy Class,February 2017,no
A320,Solo Leisure,Economy Class,January 2017,yes
A320,Solo Leisure,Economy Class,February 2017,no
,,First Class,February 2017,no
,Solo Leisure,Economy Class,February 2017,no
,Couple Leisure,Economy Class,February 2017,yes
,Solo Leisure,,February 2017,no
A319,,Economy Class,February 2017,no
,Couple Leisure,Economy Class,February 2017,yes
A320,,Economy Class,February 2017,no
,Solo Leisure,Economy Class,February 2017,no
,Couple Leisure,Economy Class,February 2017,no
,Couple Leisure,Business Class,February 2017,no
,Solo Leisure,Economy Class,February 2017,yes
A380,Solo Leisure,Economy Class,February 2017,yes
,,Economy Class,January 2017,no
,,Business Class,February 2017,yes
A320,,Business Class,February 2017,yes
,,,February 2017,no
,Family Leisure,Economy Class,February 2017,no
A319,Solo Leisure,Economy Class,February 2017,yes
,Couple Leisure,Economy Class,February 2017,no
,,Economy Class,February 2017,no
,,Business Class,February 2017,no
,Solo Leisure,Economy Class,January 2017,no
A319,Solo Leisure,Economy Class,February 2017,no
,Solo Leisure,Economy Class,December 2016,no
,Family Leisure,Economy Class,February 2017,no
A380,,Economy Class,February 2017,no
,Couple Leisure,Economy Class,January 2017,no
,Solo Leisure,Economy Class,October 2016,no
,Family Leisure,Economy Class,December 2016,no
,Couple Leisure,Economy Class,February 2017,yes
A380,Solo Leisure,Business Class,January 2017,yes
A320,,Business Class,January 2017,no
,Solo Leisure,Business Class,January 2017,yes
A320,Solo Leisure,Business Class,January 2017,yes
,Couple Leisure,Economy Class,January 2017,no
A320,,Economy Class,January 2017,yes
A380,Couple Leisure,Business Class,January 2017,yes
,,Economy Class,January 2017,no
A320,Solo Leisure,Economy Class,February 2017,no
A380,Solo Leisure,Economy Class,January 2017,yes
,Solo Leisure,Business Class,January 2017,no
,Couple Leisure,Economy Class,January 2017,yes
,Couple Leisure,Economy Class,January 2017,no
,,Economy Class,January 2017,no
A320,Solo Leisure,Business Class,January 2017,no
A320,Solo Leisure,Economy Class,January 2017,no
A380 / Boeing 777,Solo Leisure,,January 2017,yes
,Solo Leisure,Economy Class,January 2017,yes
A320,,Economy Class,January 2017,no
,Couple Leisure,Economy Class,January 2017,no
A380,Couple Leisure,Economy Class,September 2016,no
A320,,Economy Class,January 2017,no
A321,,Economy Class,January 2017,no
,Solo Leisure,First Class,January 2017,yes
A320,,Business Class,January 2017,no
,Solo Leisure,Economy Class,December 2016,no
,Couple Leisure,First Class,January 2017,no
,,First Class,January 2017,no
,Solo Leisure,Business Class,January 2017,yes
,Couple Leisure,Economy Class,January 2017,no
A320,Couple Leisure,Economy Class,August 2016,yes
,Couple Leisure,Business Class,October 2016,yes
,,,August 2016,no
,Couple Leisure,Business Class,January 2017,no
,Solo Leisure,Economy Class,January 2017,no
,,Economy Class,January 2017,no
,Couple Leisure,Business Class,December 2016,no
,Couple Leisure,Business Class,January 2017,no
A320,Solo Leisure,Economy Class,December 2016,no
,Solo Leisure,Economy Class,January 2017,yes
,Couple Leisure,Business Class,January 2017,no
,Solo Leisure,First Class,November 2016,no
A320,Solo Leisure,Economy Class,January 2017,no
,,Economy Class,November 2016,no
,Family Leisure,,October 2016,no
